CONTRATO	PLAN	FECHA ACTIVACION	FECHA BAJA
12304807	 1,292.24 	21/09/17	11/02/18
12310697	 947.41 	25/09/17	11/02/18
12310712	 947.41 	25/09/17	11/02/18
12310713	 947.41 	25/09/17	11/02/18
12310715	 947.41 	25/09/17	11/02/18
12310720	 947.41 	25/09/17	11/02/18
12310723	 947.41 	25/09/17	11/02/18
12310724	 947.41 	25/09/17	11/02/18
12310725	 947.41 	25/09/17	11/02/18
12310744	 947.41 	25/09/17	11/02/18
12310747	 947.41 	25/09/17	11/02/18
462693	 176.69 	31/08/17	09/02/18
1129184	 206.03 	07/01/18	20/02/18
385854	 265.49 	01/08/17	22/02/18
388231	 354.29 	03/08/17	17/02/18
533107	 343.97 	23/09/17	23/02/18
513332	 257.76 	17/09/17	28/02/18
557515	 343.97 	30/09/17	23/02/18
453407	 212.21 	28/08/17	23/02/18
403587	 212.21 	10/08/17	17/02/18
523092	 602.59 	20/09/17	28/02/18
419011	 212.21 	15/08/17	27/02/18
425929	 212.21 	18/08/17	27/02/18
430656	 265.49 	19/08/17	02/02/18
444775	 887.05 	25/08/17	03/02/18
425199	 354.29 	17/08/17	03/02/18
425078	 265.49 	17/08/17	03/02/18
830559	 206.03 	24/11/17	17/02/18
431705	 354.29 	20/08/17	05/02/18
432101	 265.49 	20/08/17	05/02/18
458425	 709.46 	30/08/17	05/02/18
480714	 688.79 	06/09/17	05/02/18
529788	 688.79 	22/09/17	05/02/18
436933	 265.49 	22/08/17	13/02/18
451184	 354.29 	28/08/17	13/02/18
533318	 343.97 	23/09/17	13/02/18
448528	 212.21 	27/08/17	15/02/18
1024031	 206.03 	23/12/17	19/02/18
455529	 265.49 	29/08/17	15/02/18
442714	 212.21 	25/08/17	10/02/18
445338	 212.21 	26/08/17	10/02/18
446849	 265.49 	26/08/17	10/02/18
455370	 354.29 	29/08/17	10/02/18
486444	 206.03 	08/09/17	10/02/18
474200	 430.17 	04/09/17	10/02/18
459185	 212.21 	30/08/17	10/02/18
448339	 265.49 	26/08/17	18/02/18
448697	 443.07 	27/08/17	23/02/18
489103	 861.21 	09/09/17	10/02/18
497183	 206.03 	11/09/17	20/02/18
461908	 265.49 	31/08/17	20/02/18
461943	 265.49 	31/08/17	20/02/18
467723	 257.76 	02/09/17	15/02/18
484698	 688.79 	07/09/17	28/02/18
452894	 265.49 	28/08/17	14/02/18
456004	 265.49 	29/08/17	05/02/18
482842	 257.76 	07/09/17	14/02/18
464618	 257.76 	01/09/17	14/02/18
468470	 688.79 	02/09/17	14/02/18
471787	 430.17 	03/09/17	15/02/18
478335	 257.76 	05/09/17	15/02/18
467765	 257.76 	02/09/17	14/02/18
462804	 212.21 	31/08/17	15/02/18
479225	 688.79 	06/09/17	14/02/18
463225	 443.07 	31/08/17	15/02/18
468533	 257.76 	02/09/17	22/02/18
474390	 257.76 	04/09/17	17/02/18
466498	 343.97 	01/09/17	28/02/18
467146	 257.76 	02/09/17	17/02/18
468116	 343.97 	02/09/17	22/02/18
480817	 206.03 	06/09/17	22/02/18
480538	 343.97 	06/09/17	22/02/18
472927	 688.79 	04/09/17	17/02/18
476569	 688.79 	05/09/17	17/02/18
470069	 343.97 	03/09/17	17/02/18
469664	 343.97 	02/09/17	17/02/18
469826	 343.97 	02/09/17	17/02/18
482487	 257.76 	07/09/17	25/02/18
545811	 516.38 	27/09/17	19/02/18
474165	 430.17 	04/09/17	17/02/18
486510	 257.76 	08/09/17	26/02/18
478223	 343.97 	05/09/17	20/02/18
480851	 430.17 	06/09/17	28/02/18
490765	 343.97 	09/09/17	20/02/18
533996	 257.76 	23/09/17	20/02/18
478946	 343.97 	06/09/17	28/02/18
480530	 343.97 	06/09/17	28/02/18
571489	 343.96 	03/10/17	20/02/18
486503	 430.17 	08/09/17	26/02/18
516281	 430.17 	18/09/17	26/02/18
483929	 430.17 	07/09/17	28/02/18
484072	 430.17 	07/09/17	28/02/18
486724	 206.03 	08/09/17	17/02/18
484401	 343.97 	07/09/17	24/02/18
527258	 861.21 	21/09/17	23/02/18
500740	 206.03 	13/09/17	23/02/18
485544	 206.03 	08/09/17	23/02/18
521532	 206.03 	19/09/17	23/02/18
486130	 430.17 	08/09/17	23/02/18
500482	 206.03 	13/09/17	23/02/18
568706	 206.03 	03/10/17	23/02/18
568858	 206.03 	03/10/17	23/02/18
486830	 257.76 	08/09/17	23/02/18
486839	 257.76 	08/09/17	23/02/18
495555	 343.97 	11/09/17	23/02/18
491066	 206.03 	09/09/17	23/02/18
512734	 257.76 	16/09/17	23/02/18
574915	 861.20 	04/10/17	23/02/18
489285	 206.03 	09/09/17	28/02/18
489533	 516.38 	09/09/17	28/02/18
490871	 516.38 	09/09/17	28/02/18
489023	 343.97 	09/09/17	20/02/18
570504	 343.96 	03/10/17	24/02/18
574115	 343.96 	04/10/17	24/02/18
576190	 343.96 	05/10/17	24/02/18
493837	 430.17 	10/09/17	28/02/18
543059	 257.76 	26/09/17	27/02/18
494661	 171.55 	11/09/17	27/02/18
510011	 343.97 	16/09/17	27/02/18
511715	 206.03 	16/09/17	27/02/18
496522	 257.76 	11/09/17	28/02/18
496897	 257.76 	11/09/17	28/02/18
597319	 861.20 	11/10/17	27/02/18
600550	 861.20 	11/10/17	27/02/18
572830	 206.03 	04/10/17	27/02/18
503824	 206.03 	14/09/17	27/02/18
523276	 206.03 	20/09/17	27/02/18
1045544	 206.03 	27/12/17	27/02/18
499353	 257.76 	12/09/17	15/02/18
499443	 861.21 	12/09/17	27/02/18
524846	 861.21 	20/09/17	27/02/18
503877	 430.17 	14/09/17	28/02/18
526626	 430.17 	21/09/17	27/02/18
526639	 430.17 	21/09/17	27/02/18
506060	 343.97 	14/09/17	17/02/18
507356	 343.97 	15/09/17	17/02/18
512137	 343.97 	16/09/17	17/02/18
508714	 257.76 	15/09/17	02/02/18
515136	 257.76 	17/09/17	02/02/18
515142	 257.76 	17/09/17	02/02/18
510988	 206.03 	16/09/17	02/02/18
511387	 257.76 	16/09/17	02/02/18
510304	 602.59 	16/09/17	02/02/18
513376	 206.03 	17/09/17	03/02/18
513927	 430.17 	17/09/17	09/02/18
525205	 206.03 	19/09/17	20/02/18
540080	 257.76 	25/09/17	20/02/18
540123	 257.76 	25/09/17	20/02/18
515016	 343.97 	17/09/17	03/02/18
516437	 257.76 	18/09/17	03/02/18
521077	 257.76 	19/09/17	03/02/18
520523	 430.17 	18/09/17	09/02/18
526558	 516.38 	21/09/17	05/02/18
523607	 257.76 	20/09/17	05/02/18
524635	 257.76 	20/09/17	05/02/18
543368	 257.76 	26/09/17	05/02/18
527248	 430.17 	21/09/17	05/02/18
532555	 257.76 	23/09/17	09/02/18
543863	 602.59 	26/09/17	09/02/18
549301	 602.59 	28/09/17	09/02/18
533773	 257.76 	23/09/17	09/02/18
544611	 430.17 	26/09/17	09/02/18
535964	 257.76 	24/09/17	09/02/18
540419	 1,033.62 	25/09/17	26/02/18
536184	 688.79 	24/09/17	15/02/18
572455	 206.03 	04/10/17	15/02/18
538981	 430.17 	25/09/17	09/02/18
539744	 430.17 	25/09/17	09/02/18
542728	 430.17 	26/09/17	09/02/18
539525	 257.76 	25/09/17	09/02/18
539670	 257.76 	25/09/17	09/02/18
548813	 257.76 	27/09/17	09/02/18
538436	 602.59 	25/09/17	09/02/18
537288	 343.97 	24/09/17	09/02/18
539244	 257.76 	25/09/17	01/02/18
540127	 516.38 	25/09/17	10/02/18
543044	 516.38 	26/09/17	10/02/18
542134	 257.76 	26/09/17	10/02/18
542137	 257.76 	26/09/17	10/02/18
539070	 171.55 	25/09/17	10/02/18
539416	 171.55 	25/09/17	10/02/18
539396	 343.97 	25/09/17	10/02/18
545256	 257.76 	26/09/17	10/02/18
544149	 602.59 	26/09/17	10/02/18
600350	 602.58 	11/10/17	10/02/18
546449	 257.76 	27/09/17	12/02/18
546097	 257.76 	27/09/17	12/02/18
546740	 343.97 	27/09/17	12/02/18
549875	 206.03 	28/09/17	14/02/18
562596	 206.03 	01/10/17	14/02/18
549292	 430.17 	28/09/17	20/02/18
550436	 430.17 	28/09/17	20/02/18
551358	 257.76 	28/09/17	20/02/18
552006	 343.97 	28/09/17	15/02/18
552007	 343.97 	28/09/17	15/02/18
552018	 343.97 	28/09/17	15/02/18
553745	 343.97 	29/09/17	15/02/18
553746	 343.97 	29/09/17	15/02/18
553802	 343.97 	29/09/17	15/02/18
571532	 206.03 	03/10/17	15/02/18
571552	 206.03 	03/10/17	15/02/18
571553	 206.03 	03/10/17	15/02/18
558212	 171.55 	30/09/17	14/02/18
558388	 171.55 	30/09/17	14/02/18
568520	 206.03 	03/10/17	14/02/18
559806	 430.17 	30/09/17	14/02/18
559166	 257.76 	30/09/17	15/02/18
564724	 257.75 	02/10/17	17/02/18
565592	 257.75 	02/10/17	17/02/18
560847	 257.75 	01/10/17	17/02/18
563550	 602.58 	01/10/17	17/02/18
561413	 257.75 	01/10/17	22/02/18
566207	 430.17 	02/10/17	17/02/18
574091	 430.17 	04/10/17	17/02/18
566101	 257.75 	02/10/17	17/02/18
567156	 206.03 	02/10/17	17/02/18
574295	 171.55 	04/10/17	13/02/18
567765	 861.20 	02/10/17	17/02/18
577606	 861.20 	05/10/17	25/02/18
570582	 206.03 	03/10/17	19/02/18
568963	 257.75 	03/10/17	19/02/18
570643	 206.03 	03/10/17	25/02/18
575005	 257.75 	04/10/17	25/02/18
576055	 206.03 	05/10/17	25/02/18
576048	 343.96 	05/10/17	25/02/18
574943	 343.96 	04/10/17	19/02/18
578040	 343.96 	05/10/17	19/02/18
580228	 343.96 	06/10/17	19/02/18
577098	 431.03 	05/10/17	19/02/18
574488	 516.37 	04/10/17	25/02/18
575600	 257.75 	05/10/17	19/02/18
573580	 257.75 	04/10/17	19/02/18
574028	 257.75 	04/10/17	19/02/18
574940	 206.03 	04/10/17	19/02/18
574052	 206.03 	04/10/17	19/02/18
577152	 430.17 	05/10/17	19/02/18
577172	 430.17 	05/10/17	19/02/18
576071	 344.82 	05/10/17	25/02/18
584172	 206.03 	07/10/17	20/02/18
577400	 516.37 	05/10/17	20/02/18
576658	 206.89 	05/10/17	20/02/18
579222	 430.17 	06/10/17	23/02/18
579814	 430.17 	06/10/17	20/02/18
579823	 430.17 	06/10/17	20/02/18
580446	 257.75 	06/10/17	26/02/18
581058	 861.20 	06/10/17	20/02/18
584941	 258.62 	07/10/17	26/02/18
581210	 171.55 	06/10/17	20/02/18
584652	 206.03 	07/10/17	20/02/18
584723	 257.75 	07/10/17	20/02/18
581168	 343.96 	06/10/17	20/02/18
580688	 343.96 	06/10/17	20/02/18
581590	 343.96 	06/10/17	27/02/18
582674	 343.96 	06/10/17	27/02/18
582459	 430.17 	06/10/17	20/02/18
591347	 430.17 	09/10/17	23/02/18
599855	 430.17 	11/10/17	23/02/18
588587	 206.03 	08/10/17	23/02/18
591373	 257.75 	09/10/17	23/02/18
588092	 343.96 	08/10/17	23/02/18
595728	 206.03 	10/10/17	24/02/18
592473	 257.75 	09/10/17	25/02/18
592218	 257.75 	09/10/17	25/02/18
593083	 257.75 	10/10/17	28/02/18
600337	 430.17 	11/10/17	24/02/18
601883	 688.79 	12/10/17	24/02/18
594728	 430.17 	10/10/17	24/02/18
602238	 430.17 	12/10/17	24/02/18
595185	 257.75 	10/10/17	24/02/18
600276	 257.75 	11/10/17	24/02/18
595708	 206.03 	10/10/17	24/02/18
599181	 430.17 	11/10/17	27/02/18
596501	 257.75 	11/10/17	24/02/18
599293	 430.17 	11/10/17	27/02/18
597225	 516.37 	11/10/17	27/02/18
597217	 430.17 	11/10/17	27/02/18
597440	 206.03 	11/10/17	27/02/18
624164	 430.17 	17/10/17	27/02/18
602370	 257.75 	12/10/17	27/02/18
601780	 257.75 	12/10/17	27/02/18
605702	 343.96 	12/10/17	27/02/18
726311	 257.75 	09/11/17	12/02/18
844206	 206.03 	27/11/17	09/02/18
1241114	 861.20 	23/01/18	23/02/18
754854	 206.03 	15/11/17	09/02/18
975862	 171.55 	18/12/17	22/02/18
786869	 430.17 	18/11/17	19/02/18
798651	 257.75 	19/11/17	12/02/18
820187	 343.96 	22/11/17	03/02/18
883337	 171.55 	04/12/17	02/02/18
922204	 257.75 	11/12/17	20/02/18
926547	 257.75 	11/12/17	27/02/18
1182392	 171.55 	15/01/18	20/02/18
1050646	 257.75 	28/12/17	17/02/18
1131858	 206.03 	07/01/18	12/02/18
1117742	 343.96 	05/01/18	06/02/18
1158137	 344.82 	11/01/18	19/02/18
1272542	 257.75 	27/01/18	13/02/18
1280673	 300.86 	28/01/18	08/02/18
594371	 257.75 	11/10/17	16/03/18
602934	 688.79 	12/10/17	30/03/18
621627	 688.79 	16/10/17	30/03/18
550392	 257.76 	28/09/17	16/03/18
10158010	 459.49 	16/10/17	13/03/18
9987609	 459.49 	16/10/17	13/03/18
12378810	 459.49 	22/10/17	22/03/18
12385338	 543.18 	24/10/17	22/03/18
12385508	 543.18 	24/10/17	22/03/18
12422434	 1,254.60 	07/11/17	22/03/18
12435393	 752.43 	12/11/17	22/03/18
12372137	 417.64 	19/10/17	16/03/18
12372139	 417.64 	19/10/17	16/03/18
12372141	 417.64 	19/10/17	16/03/18
12372135	 417.64 	19/10/17	16/03/18
12385716	 417.64 	24/10/17	16/03/18
12385722	 417.64 	24/10/17	16/03/18
12385725	 417.64 	24/10/17	16/03/18
12385730	 417.64 	24/10/17	16/03/18
12385736	 417.64 	24/10/17	16/03/18
12392639	 375.79 	27/10/17	13/03/18
12392656	 292.10 	27/10/17	13/03/18
12392672	 292.10 	27/10/17	13/03/18
12392807	 292.10 	27/10/17	13/03/18
9326632	 861.21 	13/09/17	16/03/18
12219681	 688.79 	21/08/17	16/03/18
9625041	 333.94 	11/10/17	19/03/18
12212521	 1,206.03 	18/08/17	16/03/18
12267210	 1,206.03 	05/09/17	04/03/18
12267170	 688.79 	05/09/17	04/03/18
12285138	 1,206.03 	13/09/17	10/03/18
12285161	 1,206.03 	13/09/17	10/03/18
9451083	 543.18 	24/10/17	22/03/18
7536586	 543.18 	26/10/17	13/03/18
7536596	 543.18 	26/10/17	13/03/18
9481367	 333.94 	31/10/17	10/03/18
9521237	 375.79 	12/11/17	28/03/18
791633	 333.94 	12/11/17	23/03/18
7086048	 752.43 	13/11/17	25/03/18
1238729	 343.96 	23/01/18	26/03/18
12266183	 300.86 	04/09/17	01/03/18
12342673	 752.43 	06/10/17	04/03/18
626959	 861.20 	17/10/17	11/03/18
627170	 861.20 	17/10/17	11/03/18
9653538	 292.10 	25/10/17	07/03/18
668138	 343.96 	27/10/17	13/03/18
686939	 171.55 	31/10/17	31/03/18
693687	 206.03 	02/11/17	23/03/18
7253061	 501.33 	21/11/17	13/03/18
1419904	 257.75 	16/02/18	06/03/18
2263307	 387.07 	09/08/17	07/03/18
604469	 257.75 	12/10/17	31/03/18
612296	 257.75 	14/10/17	02/03/18
625580	 257.75 	17/10/17	31/03/18
694348	 206.03 	02/11/17	19/03/18
702056	 602.58 	04/11/17	23/03/18
702673	 602.58 	04/11/17	23/03/18
717126	 206.03 	07/11/17	26/03/18
730051	 343.96 	10/11/17	27/03/18
730078	 343.96 	10/11/17	27/03/18
12733934	 1,254.60 	19/02/18	12/03/18
528168	 516.38 	21/09/17	16/03/18
593886	 516.37 	11/10/17	16/03/18
12754126	 459.49 	26/02/18	08/03/18
12754353	 459.49 	26/02/18	08/03/18
12754108	 292.10 	26/02/18	08/03/18
12754112	 292.10 	26/02/18	08/03/18
12754118	 292.10 	26/02/18	08/03/18
630308	 343.96 	18/10/17	11/03/18
10328326	 250.24 	31/10/17	22/03/18
712314	 343.96 	06/11/17	24/03/18
626395	 430.17 	17/10/17	30/03/18
628361	 430.17 	18/10/17	30/03/18
532724	 257.76 	23/09/17	16/03/18
531837	 206.03 	23/09/17	17/03/18
532550	 206.03 	23/09/17	17/03/18
600420	 206.03 	11/10/17	30/03/18
613811	 206.03 	14/10/17	02/03/18
637811	 206.03 	20/10/17	14/03/18
12748267	 1,254.60 	23/02/18	13/03/18
12748268	 919.82 	23/02/18	13/03/18
1364190	 257.75 	09/02/18	06/03/18
632362	 171.55 	19/10/17	14/03/18
9958587	 333.94 	07/10/17	28/03/18
11751548	 417.64 	25/10/17	28/03/18
12534987	 1,170.90 	13/12/17	13/03/18
9370064	 1,206.03 	20/08/17	07/03/18
12307840	 543.18 	23/09/17	28/03/18
665275	 206.03 	26/10/17	12/03/18
12287496	 516.38 	14/09/17	01/03/18
12287884	 516.38 	14/09/17	01/03/18
12288583	 516.38 	14/09/17	01/03/18
506433	 257.76 	15/09/17	07/03/18
618791	 430.17 	15/10/17	12/03/18
682588	 602.58 	31/10/17	19/03/18
684970	 602.58 	31/10/17	19/03/18
9093500	 688.79 	12/09/17	28/03/18
9713080	 430.17 	12/09/17	28/03/18
544131	 861.21 	26/09/17	17/03/18
660603	 430.17 	25/10/17	19/03/18
696959	 516.37 	03/11/17	19/03/18
742185	 430.17 	12/11/17	30/03/18
743691	 430.17 	13/11/17	31/03/18
12343807	 333.94 	06/10/17	04/03/18
12344009	 333.94 	07/10/17	04/03/18
654659	 516.37 	24/10/17	10/03/18
697467	 430.17 	03/11/17	23/03/18
12456474	 543.18 	18/11/17	28/03/18
9922157	 473.28 	06/09/17	22/03/18
12274663	 300.86 	08/09/17	07/03/18
12371078	 417.64 	18/10/17	22/03/18
639016	 257.75 	20/10/17	13/03/18
644218	 430.17 	21/10/17	31/03/18
525952	 861.21 	21/09/17	16/03/18
543242	 430.17 	26/09/17	16/03/18
543460	 430.17 	26/09/17	16/03/18
574217	 430.17 	04/10/17	23/03/18
611906	 430.17 	14/10/17	16/03/18
612309	 430.17 	14/10/17	16/03/18
634211	 430.17 	19/10/17	13/03/18
634563	 430.17 	19/10/17	13/03/18
677148	 516.37 	29/10/17	19/03/18
686480	 861.20 	31/10/17	19/03/18
687114	 861.20 	31/10/17	19/03/18
705466	 430.17 	04/11/17	23/03/18
712126	 430.17 	06/11/17	23/03/18
722931	 688.79 	08/11/17	27/03/18
737687	 688.79 	11/11/17	27/03/18
744401	 430.17 	13/11/17	23/03/18
744722	 430.17 	13/11/17	23/03/18
751827	 257.75 	14/11/17	31/03/18
686708	 430.17 	31/10/17	19/03/18
687018	 430.17 	31/10/17	19/03/18
708561	 430.17 	05/11/17	24/03/18
7239277	 343.97 	14/08/17	04/03/18
9883226	 257.76 	25/08/17	07/03/18
530757	 257.76 	22/09/17	13/03/18
531963	 257.76 	23/09/17	08/03/18
612853	 257.75 	14/10/17	02/03/18
613001	 257.75 	14/10/17	02/03/18
636378	 343.96 	20/10/17	12/03/18
617256	 430.17 	15/10/17	16/03/18
616592	 430.17 	15/10/17	08/03/18
616910	 430.17 	15/10/17	08/03/18
636038	 430.17 	20/10/17	31/03/18
636584	 430.17 	20/10/17	31/03/18
680943	 688.79 	30/10/17	19/03/18
686058	 516.37 	31/10/17	19/03/18
712118	 206.03 	06/11/17	24/03/18
731350	 688.79 	10/11/17	27/03/18
731562	 688.79 	10/11/17	27/03/18
917815	 257.75 	10/12/17	22/03/18
12206017	 343.97 	16/08/17	13/03/18
12206023	 343.97 	16/08/17	13/03/18
589032	 257.75 	08/10/17	12/03/18
589882	 257.75 	08/10/17	12/03/18
595098	 257.75 	10/10/17	12/03/18
691399	 257.75 	01/11/17	09/03/18
733045	 516.37 	10/11/17	27/03/18
557679	 206.03 	30/09/17	02/03/18
637575	 430.17 	20/10/17	13/03/18
638020	 430.17 	20/10/17	13/03/18
667126	 206.03 	27/10/17	28/03/18
673432	 206.03 	28/10/17	19/03/18
686422	 430.17 	31/10/17	19/03/18
685981	 206.03 	31/10/17	19/03/18
9470333	 430.17 	17/09/17	10/03/18
1172685	 257.75 	13/01/18	26/03/18
655714	 430.17 	24/10/17	17/03/18
673401	 257.75 	28/10/17	19/03/18
674366	 257.75 	29/10/17	19/03/18
677292	 257.75 	29/10/17	19/03/18
742253	 430.17 	12/11/17	30/03/18
628921	 430.17 	18/10/17	11/03/18
632059	 430.17 	19/10/17	13/03/18
717401	 430.17 	07/11/17	30/03/18
735890	 430.17 	11/11/17	27/03/18
738428	 430.17 	11/11/17	30/03/18
592895	 257.75 	09/10/17	27/03/18
609317	 343.96 	13/10/17	27/03/18
731225	 343.96 	10/11/17	30/03/18
737625	 257.75 	11/11/17	30/03/18
738327	 257.75 	11/11/17	30/03/18
12176672	 430.17 	07/08/17	04/03/18
7126957	 559.48 	22/08/17	04/03/18
9850793	 387.07 	01/09/17	01/03/18
9850870	 300.86 	01/09/17	01/03/18
680581	 516.37 	30/10/17	19/03/18
680588	 516.37 	30/10/17	19/03/18
731414	 602.58 	10/11/17	27/03/18
554559	 861.21 	29/09/17	12/03/18
554582	 861.21 	29/09/17	12/03/18
557769	 861.21 	30/09/17	12/03/18
560252	 861.21 	30/09/17	12/03/18
560269	 861.21 	30/09/17	12/03/18
559789	 257.76 	30/09/17	06/03/18
660478	 602.58 	25/10/17	12/03/18
659839	 602.58 	25/10/17	12/03/18
647476	 516.37 	22/10/17	16/03/18
569176	 257.75 	03/10/17	16/03/18
587494	 861.20 	08/10/17	16/03/18
635547	 430.17 	20/10/17	14/03/18
680011	 602.58 	30/10/17	23/03/18
744516	 602.58 	13/11/17	31/03/18
578349	 206.03 	05/10/17	23/03/18
670317	 602.58 	28/10/17	19/03/18
7182579	 300.86 	29/08/17	16/03/18
7182427	 430.17 	29/08/17	16/03/18
553211	 343.97 	29/09/17	26/03/18
601436	 688.79 	12/10/17	26/03/18
656445	 430.17 	24/10/17	17/03/18
668778	 516.37 	27/10/17	12/03/18
683608	 343.96 	31/10/17	26/03/18
12024427	 688.79 	06/09/17	04/03/18
11212832	 919.82 	07/11/17	19/03/18
11619277	 1,003.51 	12/12/17	28/03/18
11417497	 501.33 	12/12/17	28/03/18
1530209	 257.75 	28/02/18	23/03/18
514052	 265.49 	17/09/17	07/03/18
571546	 430.17 	03/10/17	16/03/18
571709	 430.17 	03/10/17	16/03/18
596026	 257.75 	11/10/17	16/03/18
614741	 343.96 	14/10/17	02/03/18
618131	 343.96 	15/10/17	17/03/18
12296184	 430.17 	17/09/17	16/03/18
611477	 430.17 	13/10/17	02/03/18
722144	 343.96 	08/11/17	26/03/18
723968	 206.03 	09/11/17	23/03/18
10103944	 417.64 	07/10/17	01/03/18
9437296	 387.07 	13/08/17	07/03/18
12202344	 300.86 	15/08/17	13/03/18
577194	 257.75 	05/10/17	18/03/18
600798	 257.75 	11/10/17	26/03/18
616789	 257.75 	15/10/17	30/03/18
671971	 430.17 	28/10/17	13/03/18
9640213	 375.79 	21/12/17	31/03/18
1425020	 430.17 	16/02/18	22/03/18
9671077	 300.86 	09/09/17	19/03/18
9671175	 300.86 	09/09/17	19/03/18
616879	 206.03 	15/10/17	08/03/18
7246414	 473.28 	16/09/17	04/03/18
597501	 206.03 	12/10/17	27/03/18
715331	 343.96 	07/11/17	31/03/18
717428	 343.96 	07/11/17	31/03/18
717580	 343.96 	07/11/17	26/03/18
9717970	 626.88 	29/09/17	13/03/18
10495592	 543.18 	16/10/17	22/03/18
7376781	 430.17 	13/09/17	13/03/18
722928	 430.17 	08/11/17	26/03/18
726102	 430.17 	09/11/17	26/03/18
731002	 430.17 	10/11/17	27/03/18
735076	 430.17 	11/11/17	27/03/18
12235670	 1,206.03 	26/08/17	21/03/18
12235770	 1,206.03 	26/08/17	21/03/18
12360223	 626.87 	14/10/17	13/03/18
12255916	 387.07 	31/08/17	28/03/18
12376639	 1,170.90 	20/10/17	19/03/18
639111	 516.37 	20/10/17	31/03/18
697006	 257.75 	03/11/17	23/03/18
697831	 257.75 	03/11/17	23/03/18
12317211	 668.73 	27/09/17	04/03/18
12331630	 668.73 	01/10/17	04/03/18
12331777	 668.73 	01/10/17	04/03/18
573413	 257.75 	04/10/17	18/03/18
579200	 257.75 	06/10/17	18/03/18
639254	 206.03 	20/10/17	13/03/18
12383238	 752.43 	23/10/17	04/03/18
1439341	 257.75 	18/02/18	20/03/18
686337	 206.03 	31/10/17	19/03/18
710288	 206.03 	06/11/17	24/03/18
710507	 206.03 	06/11/17	24/03/18
837180	 257.75 	25/11/17	30/03/18
11132062	 459.49 	24/10/17	04/03/18
12169672	 688.79 	04/08/17	01/03/18
508229	 257.76 	15/09/17	02/03/18
508559	 257.76 	15/09/17	02/03/18
602288	 257.75 	12/10/17	27/03/18
614980	 257.75 	14/10/17	31/03/18
10845899	 333.94 	15/10/17	01/03/18
737972	 343.96 	11/11/17	30/03/18
738003	 343.96 	11/11/17	30/03/18
549297	 257.76 	28/09/17	12/03/18
582156	 430.17 	06/10/17	19/03/18
582166	 430.17 	06/10/17	19/03/18
584482	 602.58 	07/10/17	19/03/18
647194	 430.17 	22/10/17	23/03/18
12381346	 501.33 	13/11/17	25/03/18
9857101	 257.76 	03/09/17	10/03/18
12291568	 343.97 	15/09/17	13/03/18
536239	 206.03 	24/09/17	17/03/18
551449	 206.03 	28/09/17	17/03/18
647069	 430.17 	22/10/17	16/03/18
650406	 257.75 	23/10/17	17/03/18
670425	 206.03 	28/10/17	26/03/18
675875	 430.17 	29/10/17	19/03/18
10973565	 1,170.90 	10/11/17	13/03/18
11337481	 417.64 	10/11/17	13/03/18
9880653	 473.28 	15/08/17	04/03/18
9774201	 645.69 	22/08/17	08/03/18
614758	 206.03 	14/10/17	30/03/18
624423	 516.37 	17/10/17	23/03/18
1482638	 172.41 	23/02/18	08/03/18
9640168	 417.64 	02/12/17	15/03/18
677050	 343.96 	29/10/17	19/03/18
740516	 206.03 	12/11/17	30/03/18
5296667	 1,033.62 	11/08/17	07/03/18
5296785	 1,033.62 	11/08/17	07/03/18
588567	 343.96 	08/10/17	12/03/18
705219	 206.03 	04/11/17	23/03/18
12186795	 300.86 	10/08/17	07/03/18
580013	 430.17 	06/10/17	24/03/18
644083	 343.96 	21/10/17	16/03/18
656649	 257.75 	24/10/17	17/03/18
656655	 257.75 	24/10/17	17/03/18
665228	 257.75 	26/10/17	12/03/18
665250	 257.75 	26/10/17	12/03/18
665251	 257.75 	26/10/17	12/03/18
692581	 430.17 	02/11/17	19/03/18
615515	 602.58 	15/10/17	02/03/18
12295635	 343.97 	17/09/17	16/03/18
10953432	 417.64 	09/11/17	06/03/18
12202995	 430.17 	15/08/17	13/03/18
12206136	 473.28 	16/08/17	13/03/18
593483	 206.03 	09/10/17	31/03/18
677143	 431.03 	29/10/17	19/03/18
9778020	 417.64 	16/10/17	16/03/18
623920	 206.03 	17/10/17	18/03/18
7528502	 688.79 	28/08/17	13/03/18
1502740	 430.17 	25/02/18	11/03/18
12321366	 459.50 	28/09/17	25/03/18
726642	 257.75 	09/11/17	26/03/18
1528115	 344.82 	28/02/18	20/03/18
1529408	 344.82 	28/02/18	20/03/18
9557150	 206.03 	15/09/17	04/03/18
646100	 257.75 	22/10/17	16/03/18
1163496	 344.82 	12/01/18	12/03/18
12288168	 300.86 	14/09/17	13/03/18
548839	 257.76 	27/09/17	13/03/18
797769	 206.03 	19/11/17	14/03/18
12201834	 300.86 	15/08/17	13/03/18
520327	 257.76 	18/09/17	11/03/18
528068	 257.76 	21/09/17	11/03/18
537356	 516.38 	24/09/17	17/03/18
536988	 516.38 	24/09/17	17/03/18
572644	 430.17 	04/10/17	13/03/18
635683	 206.03 	20/10/17	14/03/18
682486	 206.03 	31/10/17	09/03/18
694191	 206.03 	02/11/17	19/03/18
712248	 206.03 	06/11/17	24/03/18
743040	 343.96 	13/11/17	30/03/18
7158417	 459.49 	17/10/17	13/03/18
